LAMMPS Data File. atom_stye full by Mingda
5798 2 1 0.0000 33.1566 47.5030 37.8018
5799 2 1 0.0000 33.1566 48.9210 37.8018
5800 2 1 0.0000 34.3847 49.6300 37.8018
5801 2 1 0.0000 36.8407 46.7940 37.8018
5802 2 1 0.0000 35.6127 47.5030 37.8018
5803 2 1 0.0000 35.6127 48.9210 37.8018
5804 2 1 0.0000 36.8407 49.6300 37.8018
5805 2 1 0.0000 39.2968 46.7940 37.8018
5806 2 1 0.0000 38.0687 47.5030 37.8018
5807 2 1 0.0000 38.0687 48.9210 37.8018
5808 2 1 0.0000 39.2968 49.6300 37.8018
5809 2 1 0.0000 41.7528 46.7940 37.8018
5810 2 1 0.0000 40.5248 47.5030 37.8018
5811 2 1 0.0000 40.5248 48.9210 37.8018
5812 2 1 0.0000 41.7528 49.6300 37.8018
5813 2 1 0.0000 44.2089 46.7940 37.8018
5814 2 1 0.0000 42.9808 47.5030 37.8018
5815 2 1 0.0000 42.9808 48.9210 37.8018
5816 2 1 0.0000 44.2089 49.6300 37.8018
5817 2 1 0.0000 46.6649 46.7940 37.8018
5818 2 1 0.0000 45.4369 47.5030 37.8018
5819 2 1 0.0000 45.4369 48.9210 37.8018
5820 2 1 0.0000 46.6649 49.6300 37.8018
5821 2 1 0.0000 49.1210 46.7940 37.8018
5822 2 1 0.0000 47.8929 47.5030 37.8018
5823 2 1 0.0000 47.8929 48.9210 37.8018
5824 2 1 0.0000 49.1210 49.6300 37.8018
5825 2 1 0.0000 51.5770 46.7940 37.8018
5826 2 1 0.0000 50.3490 47.5030 37.8018
5827 2 1 0.0000 50.3490 48.9210 37.8018
5828 2 1 0.0000 51.5770 49.6300 37.8018
5829 2 1 0.0000 54.0331 46.7940 37.8018
5830 2 1 0.0000 52.8050 47.5030 37.8018
5831 2 1 0.0000 52.8050 48.9210 37.8018
5832 2 1 0.0000 54.0331 49.6300 37.8018
5833 2 1 0.0000 56.4891 46.7940 37.8018
5834 2 1 0.0000 55.2611 47.5030 37.8018
5835 2 1 0.0000 55.2611 48.9210 37.8018
5836 2 1 0.0000 56.4891 49.6300 37.8018
5837 2 1 0.0000 58.9452 46.7940 37.8018
5838 2 1 0.0000 57.7171 47.5030 37.8018
5839 2 1 0.0000 57.7171 48.9210 37.8018
5840 2 1 0.0000 58.9452 49.6300 37.8018
5841 2 1 0.0000 61.4012 46.7940 37.8018
5842 2 1 0.0000 60.1732 47.5030 37.8018
5843 2 1 0.0000 60.1732 48.9210 37.8018
5844 2 1 0.0000 61.4012 49.6300 37.8018
5845 2 1 0.0000 63.8573 46.7940 37.8018
5846 2 1 0.0000 62.6292 47.5030 37.8018
5847 2 1 0.0000 62.6292 48.9210 37.8018
5848 2 1 0.0000 63.8573 49.6300 37.8018
5849 2 1 0.0000 66.3133 46.7940 37.8018
5850 2 1 0.0000 65.0853 47.5030 37.8018
5851 2 1 0.0000 65.0853 48.9210 37.8018
5852 2 1 0.0000 66.3133 49.6300 37.8018
5853 2 1 0.0000 68.7693 46.7940 37.8018
5854 2 1 0.0000 67.5413 47.5030 37.8018
5855 2 1 0.0000 67.5413 48.9210 37.8018
5856 2 1 0.0000 68.7693 49.6300 37.8018
5857 2 1 0.0000 71.2254 46.7940 37.8018
5858 2 1 0.0000 69.9974 47.5030 37.8018
5859 2 1 0.0000 69.9974 48.9210 37.8018
5860 2 1 0.0000 71.2254 49.6300 37.8018
5861 2 1 0.0000 73.6814 46.7940 37.8018
5862 2 1 0.0000 72.4534 47.5030 37.8018
5863 2 1 0.0000 72.4534 48.9210 37.8018
5864 2 1 0.0000 73.6814 49.6300 37.8018
5865 2 1 0.0000 76.1375 46.7940 37.8018
5866 2 1 0.0000 74.9095 47.5030 37.8018
5867 2 1 0.0000 74.9095 48.9210 37.8018
5868 2 1 0.0000 76.1375 49.6300 37.8018
5869 2 1 0.0000 78.5935 46.7940 37.8018
5870 2 1 0.0000 77.3655 47.5030 37.8018
5871 2 1 0.0000 77.3655 48.9210 37.8018
5872 2 1 0.0000 78.5935 49.6300 37.8018
5873 2 1 0.0000 81.0496 46.7940 37.8018
5874 2 1 0.0000 79.8216 47.5030 37.8018
5875 2 1 0.0000 79.8216 48.9210 37.8018
5876 2 1 0.0000 81.0496 49.6300 37.8018
5877 2 1 0.0000 83.5056 46.7940 37.8018
5878 2 1 0.0000 82.2776 47.5030 37.8018
5879 2 1 0.0000 82.2776 48.9210 37.8018
5880 2 1 0.0000 83.5056 49.6300 37.8018
5881 2 1 0.0000 85.9617 46.7940 37.8018
5882 2 1 0.0000 84.7337 47.5030 37.8018
5883 2 1 0.0000 84.7337 48.9210 37.8018
5884 2 1 0.0000 85.9617 49.6300 37.8018
5885 2 1 0.0000 88.4177 46.7940 37.8018
5886 2 1 0.0000 87.1897 47.5030 37.8018
5887 2 1 0.0000 87.1897 48.9210 37.8018
5888 2 1 0.0000 88.4177 49.6300 37.8018
5889 2 1 0.0000 90.8738 46.7940 37.8018
5890 2 1 0.0000 89.6458 47.5030 37.8018
5891 2 1 0.0000 89.6458 48.9210 37.8018
5892 2 1 0.0000 90.8738 49.6300 37.8018
5893 2 1 0.0000 93.3298 46.7940 37.8018
5894 2 1 0.0000 92.1018 47.5030 37.8018
5895 2 1 0.0000 92.1018 48.9210 37.8018
5896 2 1 0.0000 93.3298 49.6300 37.8018
5897 2 1 0.0000 95.7859 46.7940 37.8018
5898 2 1 0.0000 94.5578 47.5030 37.8018
5899 2 1 0.0000 94.5578 48.9210 37.8018
5900 2 1 0.0000 95.7859 49.6300 37.8018
5901 2 1 0.0000 98.2419 46.7940 37.8018
5902 2 1 0.0000 97.0139 47.5030 37.8018
5903 2 1 0.0000 97.0139 48.9210 37.8018
5904 2 1 0.0000 98.2419 49.6300 37.8018
5905 2 1 0.0000 0.0000 51.0480 37.8018
5906 2 1 0.0000 -1.2280 51.7570 37.8018
5907 2 1 0.0000 -1.2280 53.1750 37.8018
5908 2 1 0.0000 0.0000 53.8840 37.8018
5909 2 1 0.0000 2.4560 51.0480 37.8018
5910 2 1 0.0000 1.2280 51.7570 37.8018
5911 2 1 0.0000 1.2280 53.1750 37.8018
5912 2 1 0.0000 2.4560 53.8840 37.8018
5913 2 1 0.0000 4.9121 51.0480 37.8018
5914 2 1 0.0000 3.6841 51.7570 37.8018
5915 2 1 0.0000 3.6841 53.1750 37.8018
5916 2 1 0.0000 4.9121 53.8840 37.8018
5917 2 1 0.0000 7.3681 51.0480 37.8018
5918 2 1 0.0000 6.1401 51.7570 37.8018
5919 2 1 0.0000 6.1401 53.1750 37.8018
5920 2 1 0.0000 7.3681 53.8840 37.8018
5921 2 1 0.0000 9.8242 51.0480 37.8018
5922 2 1 0.0000 8.5962 51.7570 37.8018
5923 2 1 0.0000 8.5962 53.1750 37.8018
5924 2 1 0.0000 9.8242 53.8840 37.8018
5925 2 1 0.0000 12.2802 51.0480 37.8018
5926 2 1 0.0000 11.0522 51.7570 37.8018
5927 2 1 0.0000 11.0522 53.1750 37.8018
5928 2 1 0.0000 12.2802 53.8840 37.8018
5929 2 1 0.0000 14.7363 51.0480 37.8018
5930 2 1 0.0000 13.5083 51.7570 37.8018
5931 2 1 0.0000 13.5083 53.1750 37.8018
5932 2 1 0.0000 14.7363 53.8840 37.8018
5933 2 1 0.0000 17.1923 51.0480 37.8018
5934 2 1 0.0000 15.9643 51.7570 37.8018
5935 2 1 0.0000 15.9643 53.1750 37.8018
5936 2 1 0.0000 17.1923 53.8840 37.8018
5937 2 1 0.0000 19.6484 51.0480 37.8018
5938 2 1 0.0000 18.4204 51.7570 37.8018
5939 2 1 0.0000 18.4204 53.1750 37.8018
5940 2 1 0.0000 19.6484 53.8840 37.8018
5941 2 1 0.0000 22.1044 51.0480 37.8018
5942 2 1 0.0000 20.8764 51.7570 37.8018
5943 2 1 0.0000 20.8764 53.1750 37.8018
5944 2 1 0.0000 22.1044 53.8840 37.8018
5945 2 1 0.0000 24.5605 51.0480 37.8018
5946 2 1 0.0000 23.3325 51.7570 37.8018
5947 2 1 0.0000 23.3325 53.1750 37.8018
5948 2 1 0.0000 24.5605 53.8840 37.8018
5949 2 1 0.0000 27.0165 51.0480 37.8018
5950 2 1 0.0000 25.7885 51.7570 37.8018
5951 2 1 0.0000 25.7885 53.1750 37.8018
5952 2 1 0.0000 27.0165 53.8840 37.8018
5953 2 1 0.0000 29.4726 51.0480 37.8018
5954 2 1 0.0000 28.2446 51.7570 37.8018
5955 2 1 0.0000 28.2446 53.1750 37.8018
5956 2 1 0.0000 29.4726 53.8840 37.8018
5957 2 1 0.0000 31.9286 51.0480 37.8018
5958 2 1 0.0000 30.7006 51.7570 37.8018
5959 2 1 0.0000 30.7006 53.1750 37.8018
5960 2 1 0.0000 31.9286 53.8840 37.8018
5961 2 1 0.0000 34.3847 51.0480 37.8018
5962 2 1 0.0000 33.1566 51.7570 37.8018
5963 2 1 0.0000 33.1566 53.1750 37.8018
5964 2 1 0.0000 34.3847 53.8840 37.8018
5965 2 1 0.0000 36.8407 51.0480 37.8018
5966 2 1 0.0000 35.6127 51.7570 37.8018
5967 2 1 0.0000 35.6127 53.1750 37.8018
5968 2 1 0.0000 36.8407 53.8840 37.8018
5969 2 1 0.0000 39.2968 51.0480 37.8018
5970 2 1 0.0000 38.0687 51.7570 37.8018
5971 2 1 0.0000 38.0687 53.1750 37.8018
5972 2 1 0.0000 39.2968 53.8840 37.8018
5973 2 1 0.0000 41.7528 51.0480 37.8018
5974 2 1 0.0000 40.5248 51.7570 37.8018
5975 2 1 0.0000 40.5248 53.1750 37.8018
5976 2 1 0.0000 41.7528 53.8840 37.8018
5977 2 1 0.0000 44.2089 51.0480 37.8018
5978 2 1 0.0000 42.9808 51.7570 37.8018
5979 2 1 0.0000 42.9808 53.1750 37.8018
5980 2 1 0.0000 44.2089 53.8840 37.8018
5981 2 1 0.0000 46.6649 51.0480 37.8018
5982 2 1 0.0000 45.4369 51.7570 37.8018
5983 2 1 0.0000 45.4369 53.1750 37.8018
5984 2 1 0.0000 46.6649 53.8840 37.8018
5985 2 1 0.0000 49.1210 51.0480 37.8018
5986 2 1 0.0000 47.8929 51.7570 37.8018
5987 2 1 0.0000 47.8929 53.1750 37.8018
5988 2 1 0.0000 49.1210 53.8840 37.8018
5989 2 1 0.0000 51.5770 51.0480 37.8018
5990 2 1 0.0000 50.3490 51.7570 37.8018
5991 2 1 0.0000 50.3490 53.1750 37.8018
5992 2 1 0.0000 51.5770 53.8840 37.8018
5993 2 1 0.0000 54.0331 51.0480 37.8018
5994 2 1 0.0000 52.8050 51.7570 37.8018
5995 2 1 0.0000 52.8050 53.1750 37.8018
5996 2 1 0.0000 54.0331 53.8840 37.8018
5997 2 1 0.0000 56.4891 51.0480 37.8018
5998 2 1 0.0000 55.2611 51.7570 37.8018
5999 2 1 0.0000 55.2611 53.1750 37.8018
6000 2 1 0.0000 56.4891 53.8840 37.8018
6001 2 1 0.0000 58.9452 51.0480 37.8018
6002 2 1 0.0000 57.7171 51.7570 37.8018
6003 2 1 0.0000 57.7171 53.1750 37.8018
6004 2 1 0.0000 58.9452 53.8840 37.8018
6005 2 1 0.0000 61.4012 51.0480 37.8018
6006 2 1 0.0000 60.1732 51.7570 37.8018
6007 2 1 0.0000 60.1732 53.1750 37.8018
6008 2 1 0.0000 61.4012 53.8840 37.8018
6009 2 1 0.0000 63.8573 51.0480 37.8018
6010 2 1 0.0000 62.6292 51.7570 37.8018
6011 2 1 0.0000 62.6292 53.1750 37.8018
6012 2 1 0.0000 63.8573 53.8840 37.8018
6013 2 1 0.0000 66.3133 51.0480 37.8018
6014 2 1 0.0000 65.0853 51.7570 37.8018
6015 2 1 0.0000 65.0853 53.1750 37.8018
6016 2 1 0.0000 66.3133 53.8840 37.8018
6017 2 1 0.0000 68.7693 51.0480 37.8018
6018 2 1 0.0000 67.5413 51.7570 37.8018
6019 2 1 0.0000 67.5413 53.1750 37.8018
6020 2 1 0.0000 68.7693 53.8840 37.8018
6021 2 1 0.0000 71.2254 51.0480 37.8018
6022 2 1 0.0000 69.9974 51.7570 37.8018
6023 2 1 0.0000 69.9974 53.1750 37.8018
6024 2 1 0.0000 71.2254 53.8840 37.8018
6025 2 1 0.0000 73.6814 51.0480 37.8018
6026 2 1 0.0000 72.4534 51.7570 37.8018
6027 2 1 0.0000 72.4534 53.1750 37.8018
6028 2 1 0.0000 73.6814 53.8840 37.8018
6029 2 1 0.0000 76.1375 51.0480 37.8018
6030 2 1 0.0000 74.9095 51.7570 37.8018
6031 2 1 0.0000 74.9095 53.1750 37.8018
6032 2 1 0.0000 76.1375 53.8840 37.8018
6033 2 1 0.0000 78.5935 51.0480 37.8018
6034 2 1 0.0000 77.3655 51.7570 37.8018
6035 2 1 0.0000 77.3655 53.1750 37.8018
6036 2 1 0.0000 78.5935 53.8840 37.8018
6037 2 1 0.0000 81.0496 51.0480 37.8018
6038 2 1 0.0000 79.8216 51.7570 37.8018
6039 2 1 0.0000 79.8216 53.1750 37.8018
6040 2 1 0.0000 81.0496 53.8840 37.8018
6041 2 1 0.0000 83.5056 51.0480 37.8018
6042 2 1 0.0000 82.2776 51.7570 37.8018
6043 2 1 0.0000 82.2776 53.1750 37.8018
6044 2 1 0.0000 83.5056 53.8840 37.8018
6045 2 1 0.0000 85.9617 51.0480 37.8018
6046 2 1 0.0000 84.7337 51.7570 37.8018
6047 2 1 0.0000 84.7337 53.1750 37.8018
6048 2 1 0.0000 85.9617 53.8840 37.8018
6049 2 1 0.0000 88.4177 51.0480 37.8018
6050 2 1 0.0000 87.1897 51.7570 37.8018
6051 2 1 0.0000 87.1897 53.1750 37.8018
6052 2 1 0.0000 88.4177 53.8840 37.8018
6053 2 1 0.0000 90.8738 51.0480 37.8018
6054 2 1 0.0000 89.6458 51.7570 37.8018
6055 2 1 0.0000 89.6458 53.1750 37.8018
6056 2 1 0.0000 90.8738 53.8840 37.8018
6057 2 1 0.0000 93.3298 51.0480 37.8018
6058 2 1 0.0000 92.1018 51.7570 37.8018
6059 2 1 0.0000 92.1018 53.1750 37.8018
6060 2 1 0.0000 93.3298 53.8840 37.8018
6061 2 1 0.0000 95.7859 51.0480 37.8018
6062 2 1 0.0000 94.5578 51.7570 37.8018
6063 2 1 0.0000 94.5578 53.1750 37.8018
6064 2 1 0.0000 95.7859 53.8840 37.8018
6065 2 1 0.0000 98.2419 51.0480 37.8018
6066 2 1 0.0000 97.0139 51.7570 37.8018
6067 2 1 0.0000 97.0139 53.1750 37.8018
6068 2 1 0.0000 98.2419 53.8840 37.8018
6069 2 1 0.0000 0.0000 55.3020 37.8018
6070 2 1 0.0000 -1.2280 56.0110 37.8018
6071 2 1 0.0000 -1.2280 57.4290 37.8018
6072 2 1 0.0000 0.0000 58.1380 37.8018
6073 2 1 0.0000 2.4560 55.3020 37.8018
6074 2 1 0.0000 1.2280 56.0110 37.8018
6075 2 1 0.0000 1.2280 57.4290 37.8018
6076 2 1 0.0000 2.4560 58.1380 37.8018
6077 2 1 0.0000 4.9121 55.3020 37.8018
6078 2 1 0.0000 3.6841 56.0110 37.8018
6079 2 1 0.0000 3.6841 57.4290 37.8018
6080 2 1 0.0000 4.9121 58.1380 37.8018
6081 2 1 0.0000 7.3681 55.3020 37.8018
6082 2 1 0.0000 6.1401 56.0110 37.8018
6083 2 1 0.0000 6.1401 57.4290 37.8018
6084 2 1 0.0000 7.3681 58.1380 37.8018
6085 2 1 0.0000 9.8242 55.3020 37.8018
6086 2 1 0.0000 8.5962 56.0110 37.8018
6087 2 1 0.0000 8.5962 57.4290 37.8018
6088 2 1 0.0000 9.8242 58.1380 37.8018
6089 2 1 0.0000 12.2802 55.3020 37.8018
6090 2 1 0.0000 11.0522 56.0110 37.8018
6091 2 1 0.0000 11.0522 57.4290 37.8018
6092 2 1 0.0000 12.2802 58.1380 37.8018
6093 2 1 0.0000 14.7363 55.3020 37.8018
6094 2 1 0.0000 13.5083 56.0110 37.8018
6095 2 1 0.0000 13.5083 57.4290 37.8018
6096 2 1 0.0000 14.7363 58.1380 37.8018
6097 2 1 0.0000 17.1923 55.3020 37.8018
6098 2 1 0.0000 15.9643 56.0110 37.8018
6099 2 1 0.0000 15.9643 57.4290 37.8018
6100 2 1 0.0000 17.1923 58.1380 37.8018
6101 2 1 0.0000 19.6484 55.3020 37.8018
6102 2 1 0.0000 18.4204 56.0110 37.8018
6103 2 1 0.0000 18.4204 57.4290 37.8018
6104 2 1 0.0000 19.6484 58.1380 37.8018
6105 2 1 0.0000 22.1044 55.3020 37.8018
6106 2 1 0.0000 20.8764 56.0110 37.8018
6107 2 1 0.0000 20.8764 57.4290 37.8018
6108 2 1 0.0000 22.1044 58.1380 37.8018
6109 2 1 0.0000 24.5605 55.3020 37.8018
6110 2 1 0.0000 23.3325 56.0110 37.8018
6111 2 1 0.0000 23.3325 57.4290 37.8018
6112 2 1 0.0000 24.5605 58.1380 37.8018
6113 2 1 0.0000 27.0165 55.3020 37.8018
6114 2 1 0.0000 25.7885 56.0110 37.8018
6115 2 1 0.0000 25.7885 57.4290 37.8018
6116 2 1 0.0000 27.0165 58.1380 37.8018
6117 2 1 0.0000 29.4726 55.3020 37.8018
6118 2 1 0.0000 28.2446 56.0110 37.8018
6119 2 1 0.0000 28.2446 57.4290 37.8018
6120 2 1 0.0000 29.4726 58.1380 37.8018
6121 2 1 0.0000 31.9286 55.3020 37.8018
6122 2 1 0.0000 30.7006 56.0110 37.8018
6123 2 1 0.0000 30.7006 57.4290 37.8018
6124 2 1 0.0000 31.9286 58.1380 37.8018
6125 2 1 0.0000 34.3847 55.3020 37.8018
6126 2 1 0.0000 33.1566 56.0110 37.8018
6127 2 1 0.0000 33.1566 57.4290 37.8018
6128 2 1 0.0000 34.3847 58.1380 37.8018
6129 2 1 0.0000 36.8407 55.3020 37.8018
6130 2 1 0.0000 35.6127 56.0110 37.8018
6131 2 1 0.0000 35.6127 57.4290 37.8018
6132 2 1 0.0000 36.8407 58.1380 37.8018
6133 2 1 0.0000 39.2968 55.3020 37.8018
6134 2 1 0.0000 38.0687 56.0110 37.8018
6135 2 1 0.0000 38.0687 57.4290 37.8018
6136 2 1 0.0000 39.2968 58.1380 37.8018
6137 2 1 0.0000 41.7528 55.3020 37.8018
6138 2 1 0.0000 40.5248 56.0110 37.8018
6139 2 1 0.0000 40.5248 57.4290 37.8018
6140 2 1 0.0000 41.7528 58.1380 37.8018
6141 2 1 0.0000 44.2089 55.3020 37.8018
6142 2 1 0.0000 42.9808 56.0110 37.8018
6143 2 1 0.0000 42.9808 57.4290 37.8018
6144 2 1 0.0000 44.2089 58.1380 37.8018
6145 2 1 0.0000 46.6649 55.3020 37.8018
6146 2 1 0.0000 45.4369 56.0110 37.8018
6147 2 1 0.0000 45.4369 57.4290 37.8018
6148 2 1 0.0000 46.6649 58.1380 37.8018
6149 2 1 0.0000 49.1210 55.3020 37.8018
6150 2 1 0.0000 47.8929 56.0110 37.8018
6151 2 1 0.0000 47.8929 57.4290 37.8018
6152 2 1 0.0000 49.1210 58.1380 37.8018
6153 2 1 0.0000 51.5770 55.3020 37.8018
6154 2 1 0.0000 50.3490 56.0110 37.8018
6155 2 1 0.0000 50.3490 57.4290 37.8018
6156 2 1 0.0000 51.5770 58.1380 37.8018
6157 2 1 0.0000 54.0331 55.3020 37.8018
6158 2 1 0.0000 52.8050 56.0110 37.8018
6159 2 1 0.0000 52.8050 57.4290 37.8018
6160 2 1 0.0000 54.0331 58.1380 37.8018
6161 2 1 0.0000 56.4891 55.3020 37.8018
6162 2 1 0.0000 55.2611 56.0110 37.8018
6163 2 1 0.0000 55.2611 57.4290 37.8018
6164 2 1 0.0000 56.4891 58.1380 37.8018
6165 2 1 0.0000 58.9452 55.3020 37.8018
6166 2 1 0.0000 57.7171 56.0110 37.8018
6167 2 1 0.0000 57.7171 57.4290 37.8018
6168 2 1 0.0000 58.9452 58.1380 37.8018
6169 2 1 0.0000 61.4012 55.3020 37.8018
6170 2 1 0.0000 60.1732 56.0110 37.8018
6171 2 1 0.0000 60.1732 57.4290 37.8018
6172 2 1 0.0000 61.4012 58.1380 37.8018
6173 2 1 0.0000 63.8573 55.3020 37.8018
6174 2 1 0.0000 62.6292 56.0110 37.8018
6175 2 1 0.0000 62.6292 57.4290 37.8018
6176 2 1 0.0000 63.8573 58.1380 37.8018
6177 2 1 0.0000 66.3133 55.3020 37.8018
6178 2 1 0.0000 65.0853 56.0110 37.8018
6179 2 1 0.0000 65.0853 57.4290 37.8018
6180 2 1 0.0000 66.3133 58.1380 37.8018
6181 2 1 0.0000 68.7693 55.3020 37.8018
6182 2 1 0.0000 67.5413 56.0110 37.8018
6183 2 1 0.0000 67.5413 57.4290 37.8018
6184 2 1 0.0000 68.7693 58.1380 37.8018
6185 2 1 0.0000 71.2254 55.3020 37.8018
6186 2 1 0.0000 69.9974 56.0110 37.8018
6187 2 1 0.0000 69.9974 57.4290 37.8018
6188 2 1 0.0000 71.2254 58.1380 37.8018
6189 2 1 0.0000 73.6814 55.3020 37.8018
6190 2 1 0.0000 72.4534 56.0110 37.8018
6191 2 1 0.0000 72.4534 57.4290 37.8018
6192 2 1 0.0000 73.6814 58.1380 37.8018
6193 2 1 0.0000 76.1375 55.3020 37.8018
6194 2 1 0.0000 74.9095 56.0110 37.8018
6195 2 1 0.0000 74.9095 57.4290 37.8018
6196 2 1 0.0000 76.1375 58.1380 37.8018
6197 2 1 0.0000 78.5935 55.3020 37.8018
6198 2 1 0.0000 77.3655 56.0110 37.8018
6199 2 1 0.0000 77.3655 57.4290 37.8018
6200 2 1 0.0000 78.5935 58.1380 37.8018
6201 2 1 0.0000 81.0496 55.3020 37.8018
6202 2 1 0.0000 79.8216 56.0110 37.8018
6203 2 1 0.0000 79.8216 57.4290 37.8018
6204 2 1 0.0000 81.0496 58.1380 37.8018
6205 2 1 0.0000 83.5056 55.3020 37.8018
6206 2 1 0.0000 82.2776 56.0110 37.8018
6207 2 1 0.0000 82.2776 57.4290 37.8018
6208 2 1 0.0000 83.5056 58.1380 37.8018
6209 2 1 0.0000 85.9617 55.3020 37.8018
6210 2 1 0.0000 84.7337 56.0110 37.8018
6211 2 1 0.0000 84.7337 57.4290 37.8018
6212 2 1 0.0000 85.9617 58.1380 37.8018
6213 2 1 0.0000 88.4177 55.3020 37.8018
6214 2 1 0.0000 87.1897 56.0110 37.8018
6215 2 1 0.0000 87.1897 57.4290 37.8018
6216 2 1 0.0000 88.4177 58.1380 37.8018
6217 2 1 0.0000 90.8738 55.3020 37.8018
6218 2 1 0.0000 89.6458 56.0110 37.8018
6219 2 1 0.0000 89.6458 57.4290 37.8018
6220 2 1 0.0000 90.8738 58.1380 37.8018
6221 2 1 0.0000 93.3298 55.3020 37.8018
6222 2 1 0.0000 92.1018 56.0110 37.8018
6223 2 1 0.0000 92.1018 57.4290 37.8018
6224 2 1 0.0000 93.3298 58.1380 37.8018
6225 2 1 0.0000 95.7859 55.3020 37.8018
6226 2 1 0.0000 94.5578 56.0110 37.8018
6227 2 1 0.0000 94.5578 57.4290 37.8018
6228 2 1 0.0000 95.7859 58.1380 37.8018
6229 2 1 0.0000 98.2419 55.3020 37.8018
6230 2 1 0.0000 97.0139 56.0110 37.8018
6231 2 1 0.0000 97.0139 57.4290 37.8018
6232 2 1 0.0000 98.2419 58.1380 37.8018
6233 2 1 0.0000 0.0000 59.5560 37.8018
6234 2 1 0.0000 -1.2280 60.2650 37.8018
6235 2 1 0.0000 -1.2280 61.6830 37.8018
6236 2 1 0.0000 0.0000 62.3920 37.8018
6237 2 1 0.0000 2.4560 59.5560 37.8018
6238 2 1 0.0000 1.2280 60.2650 37.8018
6239 2 1 0.0000 1.2280 61.6830 37.8018
6240 2 1 0.0000 2.4560 62.3920 37.8018
6241 2 1 0.0000 4.9121 59.5560 37.8018
6242 2 1 0.0000 3.6841 60.2650 37.8018
6243 2 1 0.0000 3.6841 61.6830 37.8018
6244 2 1 0.0000 4.9121 62.3920 37.8018
6245 2 1 0.0000 7.3681 59.5560 37.8018
6246 2 1 0.0000 6.1401 60.2650 37.8018
6247 2 1 0.0000 6.1401 61.6830 37.8018
6248 2 1 0.0000 7.3681 62.3920 37.8018
6249 2 1 0.0000 9.8242 59.5560 37.8018
6250 2 1 0.0000 8.5962 60.2650 37.8018
6251 2 1 0.0000 8.5962 61.6830 37.8018
6252 2 1 0.0000 9.8242 62.3920 37.8018
6253 2 1 0.0000 12.2802 59.5560 37.8018
6254 2 1 0.0000 11.0522 60.2650 37.8018
6255 2 1 0.0000 11.0522 61.6830 37.8018
6256 2 1 0.0000 12.2802 62.3920 37.8018
6257 2 1 0.0000 14.7363 59.5560 37.8018
6258 2 1 0.0000 13.5083 60.2650 37.8018
6259 2 1 0.0000 13.5083 61.6830 37.8018
6260 2 1 0.0000 14.7363 62.3920 37.8018
6261 2 1 0.0000 17.1923 59.5560 37.8018
6262 2 1 0.0000 15.9643 60.2650 37.8018
6263 2 1 0.0000 15.9643 61.6830 37.8018
6264 2 1 0.0000 17.1923 62.3920 37.8018
6265 2 1 0.0000 19.6484 59.5560 37.8018
6266 2 1 0.0000 18.4204 60.2650 37.8018
6267 2 1 0.0000 18.4204 61.6830 37.8018
6268 2 1 0.0000 19.6484 62.3920 37.8018
6269 2 1 0.0000 22.1044 59.5560 37.8018
6270 2 1 0.0000 20.8764 60.2650 37.8018
6271 2 1 0.0000 20.8764 61.6830 37.8018
6272 2 1 0.0000 22.1044 62.3920 37.8018
6273 2 1 0.0000 24.5605 59.5560 37.8018
6274 2 1 0.0000 23.3325 60.2650 37.8018
6275 2 1 0.0000 23.3325 61.6830 37.8018
6276 2 1 0.0000 24.5605 62.3920 37.8018
6277 2 1 0.0000 27.0165 59.5560 37.8018
6278 2 1 0.0000 25.7885 60.2650 37.8018
6279 2 1 0.0000 25.7885 61.6830 37.8018
6280 2 1 0.0000 27.0165 62.3920 37.8018
6281 2 1 0.0000 29.4726 59.5560 37.8018
6282 2 1 0.0000 28.2446 60.2650 37.8018
6283 2 1 0.0000 28.2446 61.6830 37.8018
6284 2 1 0.0000 29.4726 62.3920 37.8018
6285 2 1 0.0000 31.9286 59.5560 37.8018
6286 2 1 0.0000 30.7006 60.2650 37.8018
6287 2 1 0.0000 30.7006 61.6830 37.8018
6288 2 1 0.0000 31.9286 62.3920 37.8018
6289 2 1 0.0000 34.3847 59.5560 37.8018
6290 2 1 0.0000 33.1566 60.2650 37.8018
6291 2 1 0.0000 33.1566 61.6830 37.8018
6292 2 1 0.0000 34.3847 62.3920 37.8018
6293 2 1 0.0000 36.8407 59.5560 37.8018
6294 2 1 0.0000 35.6127 60.2650 37.8018
6295 2 1 0.0000 35.6127 61.6830 37.8018
6296 2 1 0.0000 36.8407 62.3920 37.8018
6297 2 1 0.0000 39.2968 59.5560 37.8018
6298 2 1 0.0000 38.0687 60.2650 37.8018
6299 2 1 0.0000 38.0687 61.6830 37.8018
6300 2 1 0.0000 39.2968 62.3920 37.8018
6301 2 1 0.0000 41.7528 59.5560 37.8018
6302 2 1 0.0000 40.5248 60.2650 37.8018
6303 2 1 0.0000 40.5248 61.6830 37.8018
6304 2 1 0.0000 41.7528 62.3920 37.8018
6305 2 1 0.0000 44.2089 59.5560 37.8018
6306 2 1 0.0000 42.9808 60.2650 37.8018
6307 2 1 0.0000 42.9808 61.6830 37.8018
6308 2 1 0.0000 44.2089 62.3920 37.8018
6309 2 1 0.0000 46.6649 59.5560 37.8018
6310 2 1 0.0000 45.4369 60.2650 37.8018
6311 2 1 0.0000 45.4369 61.6830 37.8018
6312 2 1 0.0000 46.6649 62.3920 37.8018
6313 2 1 0.0000 49.1210 59.5560 37.8018
6314 2 1 0.0000 47.8929 60.2650 37.8018
